lead_id,journey_id,prospect_id,session_id,lead_created_ts,lead_source_type,form_name,product_interest,lead_status,lead_score,qualification_status,qualification_reason,response_time_minutes,is_duplicate,is_contactable
LD00002444,JR0018783,PR016740,SS00027990,2025-04-16 04:45:20,web_form,lead_form_short,Ahorro voluntario,nurtured,68.7,qualified,Cumple score e intención mínima,524,0,1
LD00002445,JR0018787,PR016743,SS00027994,2025-05-07 07:17:01,web_form,contact_request,Ahorro voluntario,converted_to_registration,84.27,qualified,Cumple score e intención mínima,155,0,1
LD00002446,JR0018808,PR016762,SS00028020,2025-08-10 08:53:54,web_form,lead_form_short,Aportaciones complementarias,converted_to_registration,100.0,qualified,Cumple score e intención mínima,179,0,1
LD00002447,JR0018812,PR016765,SS00028029,2025-08-16 06:33:03,direct_form,lead_form_main,Cambio / registro Afore,nurtured,82.38,qualified,Cumple score e intención mínima,195,0,1
LD00002448,JR0018825,PR016776,SS00028051,2025-11-29 14:00:23,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,98.6,qualified,Cumple score e intención mínima,102,0,1
LD00002449,JR0018827,PR016778,SS00028055,2025-11-16 19:12:14,web_form,simulator_capture,Aportaciones complementarias,converted_to_registration,81.49,qualified,Cumple score e intención mínima,62,0,1
LD00002450,JR0018828,PR016778,SS00028059,2025-12-31 21:20:14,lead_ad,contact_request,Aportaciones complementarias,lost,87.61,unqualified,Duplicado operacional,215,1,1
LD00002451,JR0018832,PR016781,SS00028064,2025-10-18 05:07:06,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,62.93,qualified,Cumple score e intención mínima,205,0,1
LD00002452,JR0018846,PR016794,SS00028084,2025-05-19 12:31:23,web_form,contact_request,Cambio / registro Afore,converted_to_registration,90.8,qualified,Cumple score e intención mínima,61,0,1
LD00002453,JR0018849,PR016796,SS00028090,2025-09-12 06:53:32,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,96.1,qualified,Cumple score e intención mínima,96,0,1
LD00002454,JR0018887,PR016830,SS00028146,2025-05-16 14:57:39,web_form,contact_request,Ahorro voluntario,nurtured,58.76,qualified,Cumple score e intención mínima,128,0,1
LD00002455,JR0018895,PR016837,SS00028159,2025-03-29 22:46:17,web_form,simulator_capture,Aportaciones complementarias,converted_to_registration,89.01,qualified,Cumple score e intención mínima,104,0,1
LD00002456,JR0018901,PR016840,SS00028170,2025-10-31 02:53:44,web_form,lead_form_main,Cambio / registro Afore,nurtured,78.42,qualified,Cumple score e intención mínima,239,0,1
LD00002457,JR0018907,PR016846,SS00028180,2025-04-01 14:44:03,landing_form,contact_request,Simulador de retiro,lost,42.66,unqualified,Perfil no objetivo,324,0,1
LD00002458,JR0018911,PR016849,SS00028186,2025-06-17 17:55:37,partner_form,contact_request,Aportaciones complementarias,nurtured,93.73,qualified,Cumple score e intención mínima,132,0,1
LD00002459,JR0018921,PR016857,SS00028199,2025-10-04 02:58:22,web_form,lead_form_short,Simulador de retiro,lost,72.69,unqualified,Baja intención declarada,126,0,1
LD00002460,JR0018932,PR016867,SS00028213,2025-11-23 12:43:56,direct_form,lead_form_main,Cambio / registro Afore,converted_to_registration,87.09,qualified,Cumple score e intención mínima,45,0,1
LD00002461,JR0018951,PR016885,SS00028243,2025-04-25 04:46:11,web_form,simulator_capture,Ahorro voluntario,nurtured,65.42,qualified,Cumple score e intención mínima,110,0,1
LD00002462,JR0018974,PR016908,SS00028275,2025-11-22 09:42:35,web_form,lead_form_short,Ahorro voluntario,lost,94.92,unqualified,Baja intención declarada,100,0,1
LD00002463,JR0018990,PR016920,SS00028295,2025-05-04 22:42:53,lead_ad,lead_form_short,Ahorro voluntario,lost,68.78,invalid_contact,Datos no contactables,216,0,0
LD00002464,JR0018991,PR016921,SS00028296,2025-12-15 17:22:04,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,67.14,qualified,Cumple score e intención mínima,141,0,1
LD00002465,JR0018998,PR016928,SS00028305,2025-07-09 12:10:28,web_form,lead_form_main,Cambio / registro Afore,converted_to_registration,87.17,qualified,Cumple score e intención mínima,401,0,1
LD00002466,JR0018999,PR016928,SS00028308,2025-08-03 14:46:14,web_form,lead_form_main,Cambio / registro Afore,nurtured,89.73,qualified,Cumple score e intención mínima,559,1,1
LD00002467,JR0019001,PR016930,SS00028312,2025-09-14 06:33:06,lead_ad,lead_form_short,Ahorro voluntario,converted_to_registration,69.68,qualified,Cumple score e intención mínima,212,0,1
LD00002468,JR0019005,PR016934,SS00028321,2025-03-07 20:35:56,web_form,contact_request,Ahorro voluntario,lost,53.15,unqualified,Baja intención declarada,212,0,1
LD00002469,JR0019012,PR016941,SS00028332,2025-02-23 14:22:02,web_form,contact_request,Ahorro voluntario,lost,49.47,unqualified,Baja intención declarada,168,0,1
LD00002470,JR0019027,PR016956,SS00028351,2025-03-15 10:15:35,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,67.31,qualified,Cumple score e intención mínima,127,0,1
LD00002471,JR0019039,PR016967,SS00028368,2025-11-25 00:51:59,email_click,lead_form_main,Simulador de retiro,lost,69.47,unqualified,Baja intención declarada,110,0,1
LD00002472,JR0019057,PR016982,SS00028392,2025-09-12 10:14:13,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,95.97,qualified,Cumple score e intención mínima,108,0,1
LD00002473,JR0019069,PR016991,SS00028408,2025-06-29 07:03:34,web_form,lead_form_short,Cambio / registro Afore,lost,68.56,unqualified,Perfil no objetivo,197,0,1
LD00002474,JR0019072,PR016994,SS00028413,2025-05-31 11:48:52,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,70.12,qualified,Cumple score e intención mínima,63,0,1
LD00002475,JR0019074,PR016996,SS00028417,2025-05-20 18:37:50,web_form,lead_form_main,Cambio / registro Afore,lost,61.75,unqualified,Perfil no objetivo,56,0,1
LD00002476,JR0019079,PR017000,SS00028423,2025-06-12 10:01:55,app_cta,lead_form_short,Simulador de retiro,converted_to_registration,48.97,qualified,Cumple score e intención mínima,41,0,1
LD00002477,JR0019095,PR017014,SS00028450,2025-05-16 05:23:35,web_form,contact_request,Ahorro voluntario,nurtured,56.02,qualified,Cumple score e intención mínima,394,0,1
LD00002478,JR0019103,PR017022,SS00028459,2025-09-18 04:15:58,direct_form,lead_form_short,Ahorro voluntario,converted_to_registration,64.4,qualified,Cumple score e intención mínima,102,0,1
LD00002479,JR0019104,PR017023,SS00028461,2025-05-25 12:35:22,lead_ad,lead_form_short,Ahorro voluntario,nurtured,85.5,qualified,Cumple score e intención mínima,177,0,1
LD00002480,JR0019106,PR017024,SS00028463,2025-04-21 23:47:04,web_form,lead_form_main,Aportaciones complementarias,converted_to_registration,95.44,qualified,Cumple score e intención mínima,301,0,1
LD00002481,JR0019111,PR017029,SS00028473,2025-09-01 07:25:13,landing_form,lead_form_main,Ahorro voluntario,converted_to_registration,98.12,qualified,Cumple score e intención mínima,267,0,1
LD00002482,JR0019127,PR017043,SS00028498,2025-04-28 16:14:10,web_form,contact_request,Ahorro voluntario,lost,82.94,unqualified,Duplicado operacional,123,0,1
LD00002483,JR0019128,PR017044,SS00028500,2025-06-08 22:54:26,web_form,contact_request,Simulador de retiro,nurtured,65.56,qualified,Cumple score e intención mínima,158,0,1
LD00002484,JR0019131,PR017046,SS00028507,2025-06-28 05:15:27,web_form,lead_form_short,Simulador de retiro,nurtured,86.82,qualified,Cumple score e intención mínima,148,0,1
LD00002485,JR0019146,PR017060,SS00028527,2025-02-17 10:36:25,web_form,contact_request,Ahorro voluntario,converted_to_registration,58.44,qualified,Cumple score e intención mínima,218,0,1
LD00002486,JR0019147,PR017060,SS00028531,2025-05-03 05:27:26,lead_ad,contact_request,Ahorro voluntario,converted_to_registration,66.8,qualified,Cumple score e intención mínima,218,1,1
LD00002487,JR0019164,PR017074,SS00028556,2025-09-13 14:24:52,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,91.11,qualified,Cumple score e intención mínima,141,0,1
LD00002488,JR0019165,PR017075,SS00028559,2025-04-23 12:07:30,web_form,simulator_capture,Cambio / registro Afore,converted_to_registration,76.84,qualified,Cumple score e intención mínima,196,0,1
LD00002489,JR0019184,PR017090,SS00028589,2025-06-18 23:09:04,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,86.8,qualified,Cumple score e intención mínima,368,0,1
LD00002490,JR0019185,PR017091,SS00028593,2025-07-02 04:43:06,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,99.33,qualified,Cumple score e intención mínima,185,0,1
LD00002491,JR0019190,PR017094,SS00028604,2025-12-04 17:28:55,email_click,simulator_capture,Cambio / registro Afore,converted_to_registration,63.44,qualified,Cumple score e intención mínima,158,0,1
LD00002492,JR0019198,PR017102,SS00028616,2025-02-26 19:18:20,lead_ad,simulator_capture,Simulador de retiro,converted_to_registration,64.78,qualified,Cumple score e intención mínima,307,0,1
LD00002493,JR0019209,PR017112,SS00028632,2025-06-15 16:25:48,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,73.2,qualified,Cumple score e intención mínima,201,0,1
LD00002494,JR0019210,PR017113,SS00028634,2025-07-15 04:39:20,web_form,lead_form_short,Aportaciones complementarias,lost,100.0,unqualified,Perfil no objetivo,128,0,1
LD00002495,JR0019225,PR017127,SS00028653,2025-06-25 11:04:46,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,93.44,qualified,Cumple score e intención mínima,419,0,1
LD00002496,JR0019226,PR017127,SS00028656,2025-07-07 17:09:46,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,83.94,qualified,Cumple score e intención mínima,492,1,1
LD00002497,JR0019229,PR017129,SS00028663,2025-05-05 03:28:05,partner_form,contact_request,Ahorro voluntario,lost,79.54,unqualified,Perfil no objetivo,113,0,1
LD00002498,JR0019233,PR017132,SS00028668,2025-09-21 09:14:34,web_form,lead_form_main,Simulador de retiro,nurtured,72.24,qualified,Cumple score e intención mínima,171,0,1
LD00002499,JR0019237,PR017135,SS00028675,2025-06-01 20:31:13,landing_form,lead_form_main,Cambio / registro Afore,lost,60.03,unqualified,Duplicado operacional,197,0,1
LD00002500,JR0019240,PR017138,SS00028679,2025-05-23 19:03:04,direct_form,contact_request,Ahorro voluntario,lost,74.79,unqualified,Perfil no objetivo,126,0,1
LD00002501,JR0019241,PR017139,SS00028680,2025-11-06 06:31:47,email_click,lead_form_main,Ahorro voluntario,converted_to_registration,60.87,qualified,Cumple score e intención mínima,64,0,1
LD00002502,JR0019244,PR017142,SS00028687,2025-06-25 05:46:00,web_form,contact_request,Ahorro voluntario,lost,66.79,unqualified,Perfil no objetivo,122,0,1
LD00002503,JR0019251,PR017147,SS00028694,2025-05-19 20:31:24,lead_ad,lead_form_short,Cambio / registro Afore,nurtured,79.44,qualified,Cumple score e intención mínima,222,0,1
LD00002504,JR0019253,PR017149,SS00028697,2025-05-16 07:27:02,lead_ad,lead_form_main,Ahorro voluntario,lost,72.27,unqualified,Baja intención declarada,224,0,1
LD00002505,JR0019271,PR017166,SS00028725,2025-10-12 10:24:37,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,86.06,qualified,Cumple score e intención mínima,247,0,1
LD00002506,JR0019278,PR017173,SS00028738,2025-06-01 20:18:49,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,70.53,qualified,Cumple score e intención mínima,98,0,1
LD00002507,JR0019282,PR017176,SS00028746,2025-08-29 12:46:32,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,77.53,qualified,Cumple score e intención mínima,105,0,1
LD00002508,JR0019287,PR017180,SS00028756,2025-08-20 09:55:52,landing_form,contact_request,Cambio / registro Afore,converted_to_registration,64.36,qualified,Cumple score e intención mínima,381,0,1
LD00002509,JR0019289,PR017182,SS00028760,2025-06-07 18:15:19,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,77.33,qualified,Cumple score e intención mínima,147,0,1
LD00002510,JR0019290,PR017183,SS00028764,2025-02-21 02:27:30,partner_form,lead_form_short,Ahorro voluntario,converted_to_registration,63.95,qualified,Cumple score e intención mínima,148,0,1
LD00002511,JR0019291,PR017183,SS00028766,2025-08-24 18:25:46,direct_form,lead_form_short,Ahorro voluntario,converted_to_registration,54.37,qualified,Cumple score e intención mínima,82,1,1
LD00002512,JR0019295,PR017187,SS00028773,2025-09-24 13:55:56,app_cta,lead_form_main,Simulador de retiro,nurtured,56.68,qualified,Cumple score e intención mínima,31,0,1
LD00002513,JR0019298,PR017190,SS00028778,2025-05-27 09:41:06,lead_ad,contact_request,Simulador de retiro,lost,86.45,unqualified,Baja intención declarada,106,0,1
LD00002514,JR0019312,PR017204,SS00028797,2025-09-04 07:27:35,lead_ad,lead_form_short,Ahorro voluntario,nurtured,61.85,qualified,Cumple score e intención mínima,71,0,1
LD00002515,JR0019323,PR017214,SS00028812,2025-08-04 18:15:07,partner_form,lead_form_main,Cambio / registro Afore,nurtured,76.97,qualified,Cumple score e intención mínima,148,0,1
LD00002516,JR0019329,PR017219,SS00028819,2025-04-25 17:48:34,email_click,lead_form_main,Simulador de retiro,nurtured,43.52,qualified,Cumple score e intención mínima,136,0,1
LD00002517,JR0019332,PR017222,SS00028824,2025-06-09 00:08:03,web_form,lead_form_main,Simulador de retiro,converted_to_registration,76.95,qualified,Cumple score e intención mínima,89,0,1
LD00002518,JR0019333,PR017223,SS00028829,2025-11-26 07:57:19,web_form,contact_request,Aportaciones complementarias,converted_to_registration,85.61,qualified,Cumple score e intención mínima,159,0,1
LD00002519,JR0019336,PR017226,SS00028834,2025-08-30 10:59:49,lead_ad,simulator_capture,Ahorro voluntario,nurtured,80.95,qualified,Cumple score e intención mínima,167,0,1
LD00002520,JR0019349,PR017238,SS00028851,2025-05-09 14:05:18,web_form,lead_form_main,Aportaciones complementarias,converted_to_registration,94.23,qualified,Cumple score e intención mínima,404,0,1
LD00002521,JR0019352,PR017241,SS00028857,2025-03-10 16:21:09,web_form,simulator_capture,Cambio / registro Afore,lost,80.9,unqualified,Perfil no objetivo,161,0,1
LD00002522,JR0019371,PR017259,SS00028881,2025-08-16 05:03:34,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,65.75,qualified,Cumple score e intención mínima,73,0,0
LD00002523,JR0019377,PR017264,SS00028892,2025-02-12 14:30:23,app_cta,lead_form_main,Cambio / registro Afore,converted_to_registration,83.92,qualified,Cumple score e intención mínima,24,0,1
LD00002524,JR0019384,PR017269,SS00028904,2025-07-04 16:50:55,app_cta,contact_request,Ahorro voluntario,nurtured,84.34,qualified,Cumple score e intención mínima,21,0,1
LD00002525,JR0019397,PR017279,SS00028925,2025-03-19 03:41:27,web_form,lead_form_short,Simulador de retiro,converted_to_registration,70.68,qualified,Cumple score e intención mínima,265,0,0
LD00002526,JR0019399,PR017281,SS00028930,2025-05-30 13:59:41,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,77.84,qualified,Cumple score e intención mínima,49,0,0
LD00002527,JR0019405,PR017287,SS00028939,2025-05-07 06:01:37,web_form,lead_form_main,Ahorro voluntario,lost,92.9,unqualified,Duplicado operacional,146,0,1
LD00002528,JR0019406,PR017288,SS00028941,2025-02-20 06:27:33,partner_form,lead_form_main,Cambio / registro Afore,nurtured,55.54,qualified,Cumple score e intención mínima,108,0,1
LD00002529,JR0019415,PR017295,SS00028955,2025-10-27 02:22:23,web_form,lead_form_main,Cambio / registro Afore,nurtured,61.09,qualified,Cumple score e intención mínima,89,0,1
LD00002530,JR0019423,PR017303,SS00028965,2025-03-09 08:52:09,app_cta,lead_form_short,Ahorro voluntario,lost,63.6,unqualified,Perfil no objetivo,33,0,1
LD00002531,JR0019436,PR017316,SS00028981,2025-06-29 13:30:05,web_form,contact_request,Simulador de retiro,lost,58.58,unqualified,Baja intención declarada,392,0,1
LD00002532,JR0019446,PR017324,SS00028994,2025-08-20 03:00:56,web_form,simulator_capture,Cambio / registro Afore,lost,84.7,unqualified,Duplicado operacional,89,0,1
LD00002533,JR0019458,PR017333,SS00029011,2025-05-27 02:09:06,direct_form,lead_form_short,Simulador de retiro,converted_to_registration,46.41,qualified,Cumple score e intención mínima,151,0,1
LD00002534,JR0019460,PR017335,SS00029015,2025-08-03 02:51:15,email_click,lead_form_short,Simulador de retiro,lost,70.41,invalid_contact,Datos no contactables,76,0,0
LD00002535,JR0019483,PR017356,SS00029044,2025-04-04 22:54:42,lead_ad,simulator_capture,Ahorro voluntario,nurtured,66.58,qualified,Cumple score e intención mínima,205,0,1
LD00002536,JR0019487,PR017358,SS00029049,2025-03-16 23:26:38,web_form,simulator_capture,Simulador de retiro,converted_to_registration,45.72,qualified,Cumple score e intención mínima,214,0,0
LD00002537,JR0019488,PR017358,SS00029052,2025-03-23 22:13:38,web_form,contact_request,Simulador de retiro,nurtured,45.54,qualified,Cumple score e intención mínima,239,1,1
LD00002538,JR0019497,PR017365,SS00029067,2025-06-13 13:28:37,web_form,simulator_capture,Aportaciones complementarias,lost,88.01,unqualified,Baja intención declarada,66,0,1
LD00002539,JR0019501,PR017368,SS00029073,2025-10-09 09:46:19,email_click,lead_form_main,Ahorro voluntario,converted_to_registration,97.65,qualified,Cumple score e intención mínima,77,0,1
LD00002540,JR0019511,PR017375,SS00029088,2025-11-07 08:05:13,web_form,lead_form_main,Simulador de retiro,nurtured,47.5,qualified,Cumple score e intención mínima,219,0,1
LD00002541,JR0019539,PR017396,SS00029124,2025-08-23 12:51:04,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,87.67,qualified,Cumple score e intención mínima,96,0,1
LD00002542,JR0019541,PR017398,SS00029129,2025-03-22 10:04:09,web_form,contact_request,Ahorro voluntario,nurtured,64.79,qualified,Cumple score e intención mínima,95,0,0
LD00002543,JR0019552,PR017407,SS00029143,2025-01-16 13:07:56,web_form,contact_request,Cambio / registro Afore,converted_to_registration,78.17,qualified,Cumple score e intención mínima,337,0,1
LD00002544,JR0019579,PR017431,SS00029177,2025-11-18 15:38:56,web_form,simulator_capture,Simulador de retiro,lost,83.39,unqualified,Baja intención declarada,179,0,1
LD00002545,JR0019587,PR017439,SS00029190,2025-04-26 22:44:44,lead_ad,lead_form_short,Ahorro voluntario,nurtured,78.11,qualified,Cumple score e intención mínima,320,0,1
LD00002546,JR0019595,PR017447,SS00029202,2025-03-07 08:32:52,lead_ad,lead_form_main,Simulador de retiro,nurtured,72.12,qualified,Cumple score e intención mínima,187,0,1
LD00002547,JR0019619,PR017467,SS00029239,2025-09-23 13:48:37,direct_form,lead_form_main,Aportaciones complementarias,nurtured,94.11,qualified,Cumple score e intención mínima,67,0,1
LD00002548,JR0019624,PR017472,SS00029247,2025-04-25 18:00:11,web_form,lead_form_main,Ahorro voluntario,nurtured,77.63,qualified,Cumple score e intención mínima,124,0,1
LD00002549,JR0019626,PR017473,SS00029250,2025-07-26 21:35:31,web_form,lead_form_main,Simulador de retiro,lost,69.96,unqualified,Baja intención declarada,218,0,1
LD00002550,JR0019628,PR017475,SS00029253,2025-05-13 11:14:18,web_form,lead_form_short,Simulador de retiro,nurtured,92.99,qualified,Cumple score e intención mínima,121,0,1
LD00002551,JR0019631,PR017478,SS00029256,2025-03-28 22:57:06,web_form,lead_form_main,Simulador de retiro,lost,55.2,unqualified,Duplicado operacional,189,0,1
LD00002552,JR0019637,PR017482,SS00029263,2025-08-07 21:42:09,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,67.82,qualified,Cumple score e intención mínima,132,0,1
LD00002553,JR0019638,PR017483,SS00029267,2025-06-06 15:21:47,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,52.59,qualified,Cumple score e intención mínima,85,0,1
LD00002554,JR0019641,PR017486,SS00029273,2025-01-19 06:14:00,lead_ad,contact_request,Simulador de retiro,lost,52.36,unqualified,Duplicado operacional,140,0,1
LD00002555,JR0019649,PR017494,SS00029283,2025-06-14 04:42:06,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,67.79,qualified,Cumple score e intención mínima,131,0,1
LD00002556,JR0019657,PR017501,SS00029297,2025-11-16 03:48:34,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,85.75,qualified,Cumple score e intención mínima,104,0,1
LD00002557,JR0019675,PR017518,SS00029319,2025-02-06 16:06:08,web_form,contact_request,Simulador de retiro,converted_to_registration,50.29,qualified,Cumple score e intención mínima,159,0,1
LD00002558,JR0019677,PR017519,SS00029323,2025-04-20 12:02:29,web_form,simulator_capture,Ahorro voluntario,lost,71.81,unqualified,Perfil no objetivo,338,0,1
LD00002559,JR0019686,PR017526,SS00029335,2025-08-13 22:48:31,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,71.99,qualified,Cumple score e intención mínima,308,0,1
LD00002560,JR0019695,PR017534,SS00029348,2025-07-27 03:52:58,web_form,contact_request,Cambio / registro Afore,converted_to_registration,70.84,qualified,Cumple score e intención mínima,173,0,1
LD00002561,JR0019711,PR017547,SS00029373,2025-04-19 17:57:36,direct_form,simulator_capture,Ahorro voluntario,converted_to_registration,83.49,qualified,Cumple score e intención mínima,78,0,1
LD00002562,JR0019714,PR017549,SS00029379,2025-07-19 11:13:00,web_form,contact_request,Simulador de retiro,converted_to_registration,67.21,qualified,Cumple score e intención mínima,355,0,1
LD00002563,JR0019719,PR017553,SS00029390,2025-07-19 13:33:24,web_form,simulator_capture,Simulador de retiro,converted_to_registration,46.4,qualified,Cumple score e intención mínima,97,0,1
LD00002564,JR0019724,PR017558,SS00029397,2025-02-01 04:57:06,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,74.11,qualified,Cumple score e intención mínima,171,0,1
LD00002565,JR0019725,PR017559,SS00029399,2025-09-03 09:54:59,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,89.13,qualified,Cumple score e intención mínima,101,0,1
LD00002566,JR0019728,PR017562,SS00029407,2025-03-30 15:25:02,web_form,contact_request,Ahorro voluntario,converted_to_registration,79.5,qualified,Cumple score e intención mínima,116,0,1
LD00002567,JR0019735,PR017569,SS00029418,2025-06-07 03:01:49,email_click,lead_form_main,Aportaciones complementarias,converted_to_registration,74.47,qualified,Cumple score e intención mínima,152,0,1
LD00002568,JR0019743,PR017576,SS00029431,2025-03-25 22:49:47,lead_ad,lead_form_main,Ahorro voluntario,nurtured,73.32,qualified,Cumple score e intención mínima,302,0,1
LD00002569,JR0019745,PR017577,SS00029435,2025-09-24 15:56:47,web_form,contact_request,Simulador de retiro,converted_to_registration,53.98,qualified,Cumple score e intención mínima,94,0,1
LD00002570,JR0019760,PR017591,SS00029455,2025-06-27 14:00:27,app_cta,simulator_capture,Aportaciones complementarias,nurtured,82.29,qualified,Cumple score e intención mínima,52,0,0
LD00002571,JR0019771,PR017602,SS00029471,2025-03-01 01:45:01,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,87.73,qualified,Cumple score e intención mínima,120,0,1
LD00002572,JR0019772,PR017602,SS00029475,2025-05-06 05:43:53,lead_ad,lead_form_short,Ahorro voluntario,converted_to_registration,82.97,qualified,Cumple score e intención mínima,559,1,1
LD00002573,JR0019773,PR017603,SS00029477,2025-05-05 20:21:38,web_form,contact_request,Simulador de retiro,nurtured,80.87,qualified,Cumple score e intención mínima,278,0,1
LD00002574,JR0019782,PR017611,SS00029491,2025-07-15 12:15:29,web_form,lead_form_main,Ahorro voluntario,lost,78.72,unqualified,Baja intención declarada,179,0,1
LD00002575,JR0019786,PR017615,SS00029497,2025-05-10 17:14:28,email_click,contact_request,Ahorro voluntario,converted_to_registration,87.97,qualified,Cumple score e intención mínima,61,0,1
LD00002576,JR0019787,PR017616,SS00029500,2025-08-06 05:48:42,web_form,simulator_capture,Cambio / registro Afore,nurtured,100.0,qualified,Cumple score e intención mínima,257,0,1
LD00002577,JR0019788,PR017616,SS00029502,2025-10-19 00:32:22,lead_ad,simulator_capture,Cambio / registro Afore,lost,96.72,unqualified,Perfil no objetivo,103,1,1
LD00002578,JR0019802,PR017629,SS00029521,2025-08-16 18:45:01,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,81.55,qualified,Cumple score e intención mínima,91,0,1
LD00002579,JR0019811,PR017636,SS00029536,2025-02-11 05:50:24,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,80.02,qualified,Cumple score e intención mínima,79,0,1
LD00002580,JR0019812,PR017637,SS00029540,2025-05-02 11:41:51,lead_ad,contact_request,Cambio / registro Afore,nurtured,63.74,qualified,Cumple score e intención mínima,466,0,1
LD00002581,JR0019815,PR017640,SS00029544,2025-03-23 04:42:22,lead_ad,lead_form_main,Ahorro voluntario,lost,74.17,invalid_contact,Datos no contactables,248,0,0
LD00002582,JR0019816,PR017641,SS00029546,2025-07-03 16:54:35,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,64.51,qualified,Cumple score e intención mínima,330,0,1
LD00002583,JR0019830,PR017653,SS00029568,2025-07-11 19:05:44,lead_ad,contact_request,Ahorro voluntario,nurtured,59.0,qualified,Cumple score e intención mínima,449,0,1
LD00002584,JR0019834,PR017657,SS00029575,2025-10-07 15:24:42,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,79.92,qualified,Cumple score e intención mínima,187,0,1
LD00002585,JR0019840,PR017663,SS00029586,2025-02-04 20:11:03,web_form,contact_request,Simulador de retiro,nurtured,72.51,qualified,Cumple score e intención mínima,142,0,1
LD00002586,JR0019855,PR017674,SS00029606,2025-10-23 11:52:01,web_form,contact_request,Ahorro voluntario,converted_to_registration,77.63,qualified,Cumple score e intención mínima,162,0,1
LD00002587,JR0019865,PR017684,SS00029621,2025-05-24 23:18:25,web_form,lead_form_main,Ahorro voluntario,lost,60.63,unqualified,Duplicado operacional,107,0,1
LD00002588,JR0019869,PR017688,SS00029626,2025-06-27 23:38:27,web_form,simulator_capture,Cambio / registro Afore,nurtured,78.36,qualified,Cumple score e intención mínima,184,0,1
LD00002589,JR0019886,PR017702,SS00029647,2025-08-30 23:42:59,lead_ad,lead_form_short,Aportaciones complementarias,converted_to_registration,97.69,qualified,Cumple score e intención mínima,148,0,1
LD00002590,JR0019887,PR017703,SS00029650,2025-12-22 02:04:52,direct_form,lead_form_main,Ahorro voluntario,converted_to_registration,68.93,qualified,Cumple score e intención mínima,103,0,1
LD00002591,JR0019895,PR017710,SS00029662,2025-04-09 09:54:04,web_form,lead_form_short,Simulador de retiro,lost,60.37,unqualified,Duplicado operacional,407,0,1
LD00002592,JR0019896,PR017711,SS00029663,2025-02-27 16:41:02,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,77.58,qualified,Cumple score e intención mínima,125,0,1
LD00002593,JR0019900,PR017715,SS00029670,2025-03-23 13:14:31,email_click,contact_request,Ahorro voluntario,converted_to_registration,85.63,qualified,Cumple score e intención mínima,81,0,1
LD00002594,JR0019909,PR017724,SS00029684,2025-06-03 05:42:50,web_form,lead_form_short,Ahorro voluntario,lost,70.52,unqualified,Perfil no objetivo,145,0,1
LD00002595,JR0019928,PR017741,SS00029711,2025-03-22 00:56:47,app_cta,contact_request,Ahorro voluntario,lost,47.64,unqualified,Perfil no objetivo,30,0,1
LD00002596,JR0019934,PR017747,SS00029718,2025-01-25 15:59:19,web_form,contact_request,Cambio / registro Afore,lost,67.78,unqualified,Duplicado operacional,116,0,1
LD00002597,JR0019943,PR017756,SS00029730,2025-03-17 00:03:30,app_cta,contact_request,Simulador de retiro,nurtured,59.09,qualified,Cumple score e intención mínima,43,0,1
LD00002598,JR0019947,PR017759,SS00029738,2025-10-22 20:32:35,landing_form,lead_form_short,Aportaciones complementarias,converted_to_registration,100.0,qualified,Cumple score e intención mínima,370,0,0
LD00002599,JR0019963,PR017774,SS00029760,2025-04-17 21:32:23,web_form,lead_form_main,Ahorro voluntario,nurtured,70.25,qualified,Cumple score e intención mínima,213,0,1
