registration_id,journey_id,prospect_id,lead_id,registration_started_ts,registration_completed_ts,registration_status,step_reached,document_upload_flag,kyc_validation_flag,biometric_validation_flag,rejection_reason,abandonment_reason
RG00001237,JR0020199,PR017986,LD00002627,2025-10-08 15:20:00,,abandoned,biometric,1,1,0,,Carga documental incompleta
RG00001238,JR0020200,PR017986,LD00002628,2025-10-20 08:03:00,,abandoned,kyc,1,0,0,,Carga documental incompleta
RG00001239,JR0020225,PR018007,LD00002629,2025-07-10 15:48:44,2025-07-11 12:48:44,completed,confirmation,1,1,1,,
RG00001240,JR0020226,PR018008,LD00002630,2025-10-24 03:30:23,,abandoned,documents,1,0,0,,Carga documental incompleta
RG00001241,JR0020279,PR018058,LD00002634,2025-07-15 21:40:43,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00001242,JR0020326,PR018099,LD00002638,2025-07-30 18:59:49,2025-07-31 10:35:49,completed,confirmation,1,1,1,,
RG00001243,JR0020354,PR018123,LD00002640,2025-11-04 13:46:17,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00001244,JR0020380,PR018146,LD00002643,2025-01-12 01:07:18,,abandoned,kyc,0,0,0,,Usuario salió del flujo
RG00001245,JR0020437,PR018197,LD00002647,2025-07-18 07:33:31,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00001246,JR0020452,PR018209,LD00002648,2025-07-30 07:47:26,,abandoned,kyc,1,0,0,,Tiempo de espera alto
RG00001247,JR0020456,PR018211,LD00002651,2025-07-12 14:02:47,2025-07-12 22:02:47,completed,confirmation,1,1,1,,
RG00001248,JR0020464,PR018219,LD00002653,2025-02-27 11:01:03,,abandoned,biometric,1,1,0,,Biometría no exitosa
RG00001249,JR0020476,PR018230,LD00002655,2025-08-04 18:56:09,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00001250,JR0020492,PR018246,LD00002657,2025-04-27 09:53:37,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00001251,JR0020514,PR018265,LD00002659,2025-03-19 18:04:52,2025-03-20 15:35:52,completed,confirmation,1,1,1,,
RG00001252,JR0020547,PR018295,LD00002660,2025-10-30 18:44:30,,abandoned,documents,1,0,0,,Tiempo de espera alto
RG00001253,JR0020548,PR018296,LD00002661,2025-08-08 20:48:21,2025-08-11 13:37:21,completed,confirmation,1,1,1,,
RG00001254,JR0020554,PR018302,LD00002662,2025-09-13 13:25:48,2025-09-13 16:50:48,completed,confirmation,1,1,1,,
RG00001255,JR0020565,PR018313,LD00002663,2025-09-26 12:20:40,2025-09-26 19:16:40,completed,confirmation,1,1,1,,
RG00001256,JR0020568,PR018316,LD00002664,2025-10-14 07:54:22,,abandoned,personal_data,0,0,0,,Usuario salió del flujo
RG00001257,JR0020575,PR018323,LD00002665,2025-08-16 21:21:32,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00001258,JR0020576,PR018324,LD00002666,2025-05-29 11:15:46,,abandoned,kyc,1,1,0,,Usuario salió del flujo
RG00001259,JR0020627,PR018373,LD00002670,2025-11-04 06:50:13,,abandoned,documents,1,1,0,,Biometría no exitosa
RG00001260,JR0020647,PR018390,LD00002672,2025-11-29 22:40:21,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00001261,JR0020668,PR018407,LD00002675,2025-09-07 03:07:42,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00001262,JR0020715,PR018451,LD00002677,2025-11-10 02:29:54,,abandoned,personal_data,1,1,0,,Biometría no exitosa
RG00001263,JR0020721,PR018457,LD00002678,2025-02-19 06:02:56,2025-02-20 20:58:56,completed,confirmation,1,1,1,,
RG00001264,JR0020737,PR018472,LD00002680,2025-11-01 20:33:19,2025-11-02 00:20:19,completed,confirmation,1,1,1,,
RG00001265,JR0020753,PR018487,LD00002683,2025-06-13 23:55:32,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00001266,JR0020820,PR018545,LD00002690,2025-11-29 11:08:54,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00001267,JR0020880,PR018597,LD00002698,2025-08-29 02:57:03,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00001268,JR0020882,PR018599,LD00002699,2025-02-15 06:31:22,,abandoned,kyc,1,0,0,,Tiempo de espera alto
RG00001269,JR0020894,PR018609,LD00002701,2025-01-30 21:53:53,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00001270,JR0020910,PR018623,LD00002703,2025-03-18 04:03:43,,abandoned,personal_data,1,0,0,,Biometría no exitosa
RG00001271,JR0020977,PR018684,LD00002706,2025-03-25 05:11:14,,abandoned,biometric,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001272,JR0020996,PR018701,LD00002707,2025-08-01 00:48:43,,abandoned,biometric,1,0,0,,Usuario salió del flujo
RG00001273,JR0021024,PR018728,LD00002709,2025-08-08 12:52:25,,abandoned,documents,0,0,0,,Biometría no exitosa
RG00001274,JR0021028,PR018731,LD00002710,2025-11-07 12:58:52,2025-11-07 23:10:52,completed,confirmation,1,1,1,,
RG00001275,JR0021034,PR018737,LD00002711,2025-11-20 16:16:59,,abandoned,biometric,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00001276,JR0021038,PR018740,LD00002712,2025-09-25 06:09:01,2025-09-25 10:52:01,completed,confirmation,1,1,1,,
RG00001277,JR0021045,PR018746,LD00002713,2025-03-16 02:03:19,2025-03-17 05:35:19,completed,confirmation,1,1,1,,
RG00001278,JR0021056,PR018755,LD00002715,2025-03-07 21:55:54,,abandoned,documents,1,1,1,,Usuario salió del flujo
RG00001279,JR0021074,PR018771,LD00002717,2025-04-08 10:50:55,,abandoned,documents,1,0,0,,Biometría no exitosa
RG00001280,JR0021078,PR018775,LD00002718,2025-06-11 18:02:54,,abandoned,documents,1,1,1,,Usuario salió del flujo
RG00001281,JR0021089,PR018784,LD00002719,2025-11-02 14:57:10,,abandoned,documents,1,0,0,,Carga documental incompleta
RG00001282,JR0021108,PR018803,LD00002721,2025-12-09 17:57:54,,abandoned,kyc,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00001283,JR0021129,PR018824,LD00002724,2025-10-08 19:07:46,2025-10-09 05:16:46,completed,confirmation,1,1,1,,
RG00001284,JR0021143,PR018838,LD00002727,2025-04-27 23:04:11,,abandoned,personal_data,1,1,0,,Biometría no exitosa
RG00001285,JR0021148,PR018842,LD00002728,2025-09-17 18:42:39,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00001286,JR0021171,PR018862,LD00002731,2025-03-29 07:20:28,,abandoned,documents,1,1,0,,Tiempo de espera alto
RG00001287,JR0021189,PR018879,LD00002732,2025-06-15 21:20:35,2025-06-16 07:41:35,completed,confirmation,1,1,1,,
RG00001288,JR0021192,PR018882,LD00002733,2025-06-02 13:28:08,2025-06-03 11:46:08,completed,confirmation,1,1,1,,
RG00001289,JR0021211,PR018897,LD00002737,2025-05-15 18:22:32,,abandoned,personal_data,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001290,JR0021249,PR018932,LD00002743,2025-04-19 11:37:30,,abandoned,kyc,1,0,0,,Carga documental incompleta
RG00001291,JR0021250,PR018932,LD00002744,2025-06-17 00:46:30,2025-06-18 04:05:30,completed,confirmation,1,1,1,,
RG00001292,JR0021257,PR018939,LD00002745,2025-10-12 00:10:50,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00001293,JR0021262,PR018943,LD00002746,2025-09-13 20:26:11,2025-09-14 15:53:11,completed,confirmation,1,1,1,,
RG00001294,JR0021263,PR018944,LD00002747,2025-03-01 22:39:37,2025-03-02 09:20:37,completed,confirmation,1,1,1,,
RG00001295,JR0021269,PR018949,LD00002748,2025-08-26 23:30:08,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00001296,JR0021293,PR018971,LD00002749,2025-11-01 18:33:30,,abandoned,kyc,1,0,0,,Usuario salió del flujo
RG00001297,JR0021333,PR019005,LD00002755,2025-08-22 09:53:45,,abandoned,kyc,1,1,1,,Biometría no exitosa
RG00001298,JR0021362,PR019030,LD00002758,2025-08-30 16:00:27,,abandoned,kyc,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001299,JR0021364,PR019032,LD00002759,2025-06-20 11:55:44,2025-06-21 17:21:44,completed,confirmation,1,1,1,,
RG00001300,JR0021376,PR019042,LD00002760,2025-07-10 21:32:40,,abandoned,biometric,1,1,1,,Carga documental incompleta
RG00001301,JR0021380,PR019046,LD00002761,2025-06-27 22:35:02,,abandoned,biometric,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001302,JR0021389,PR019055,LD00002763,2025-05-01 07:03:19,,abandoned,personal_data,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00001303,JR0021403,PR019067,LD00002764,2025-03-04 00:44:09,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00001304,JR0021407,PR019071,LD00002765,2025-10-04 19:07:26,,abandoned,documents,0,0,0,,Carga documental incompleta
RG00001305,JR0021422,PR019083,LD00002766,2025-07-24 11:12:42,,abandoned,kyc,0,0,0,,Tiempo de espera alto
RG00001306,JR0021440,PR019101,LD00002768,2025-09-06 02:52:06,,abandoned,documents,0,0,0,,Carga documental incompleta
RG00001307,JR0021442,PR019103,LD00002769,2025-05-27 13:57:08,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00001308,JR0021468,PR019125,LD00002771,2025-04-18 23:43:34,2025-04-21 16:56:34,completed,confirmation,1,1,1,,
RG00001309,JR0021474,PR019130,LD00002772,2025-03-26 01:04:35,2025-03-26 05:46:35,completed,confirmation,1,1,1,,
RG00001310,JR0021496,PR019148,LD00002774,2025-11-07 04:46:27,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00001311,JR0021564,PR019212,LD00002779,2025-03-21 07:34:43,,abandoned,kyc,1,1,1,,Biometría no exitosa
RG00001312,JR0021567,PR019214,LD00002781,2025-12-10 01:20:29,,abandoned,biometric,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001313,JR0021618,PR019261,LD00002785,2025-03-20 07:34:36,,abandoned,personal_data,1,0,0,,Carga documental incompleta
RG00001314,JR0021633,PR019276,LD00002786,2025-06-08 22:24:07,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00001315,JR0021663,PR019305,LD00002789,2025-11-01 11:30:06,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00001316,JR0021670,PR019311,LD00002791,2025-04-20 02:22:50,,abandoned,documents,1,0,0,,Biometría no exitosa
RG00001317,JR0021689,PR019330,LD00002794,2025-10-08 15:57:13,2025-10-15 04:08:13,completed,confirmation,1,1,1,,
RG00001318,JR0021740,PR019378,LD00002802,2025-06-08 12:20:03,,abandoned,kyc,1,0,0,,Carga documental incompleta
RG00001319,JR0021741,PR019379,LD00002803,2025-05-03 02:08:27,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00001320,JR0021759,PR019397,LD00002807,2025-08-22 04:22:51,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00001321,JR0021760,PR019398,LD00002808,2025-04-05 18:47:18,2025-04-06 14:21:18,completed,confirmation,1,1,1,,
RG00001322,JR0021771,PR019408,LD00002810,2025-05-19 22:15:14,2025-05-20 04:29:14,completed,confirmation,1,1,1,,
RG00001323,JR0021775,PR019411,LD00002812,2025-06-17 23:38:16,,abandoned,documents,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001324,JR0021779,PR019414,LD00002813,2025-03-03 06:30:35,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00001325,JR0021780,PR019415,LD00002814,2025-02-15 12:25:18,2025-02-22 16:16:18,completed,confirmation,1,1,1,,
RG00001326,JR0021786,PR019421,LD00002815,2025-04-30 13:30:29,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00001327,JR0021792,PR019426,LD00002816,2025-10-28 22:28:11,2025-10-29 01:01:11,completed,confirmation,1,1,1,,
RG00001328,JR0021818,PR019448,LD00002818,2025-09-19 03:43:44,,abandoned,biometric,1,0,0,,Biometría no exitosa
RG00001329,JR0021830,PR019457,LD00002819,2025-05-15 07:01:17,2025-05-15 13:11:17,completed,confirmation,1,1,1,,
RG00001330,JR0021852,PR019478,LD00002821,2025-08-29 03:56:31,2025-08-29 06:34:31,completed,confirmation,1,1,1,,
RG00001331,JR0021858,PR019483,LD00002822,2025-02-21 02:53:08,,abandoned,biometric,0,0,0,,Usuario salió del flujo
RG00001332,JR0021859,PR019483,LD00002823,2025-07-11 03:50:16,,abandoned,documents,1,1,1,,Usuario salió del flujo
RG00001333,JR0021866,PR019490,LD00002825,2025-12-29 03:10:36,,abandoned,personal_data,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00001334,JR0021897,PR019520,LD00002830,2025-03-27 01:12:24,,abandoned,biometric,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001335,JR0021946,PR019567,LD00002835,2025-11-14 01:05:41,,abandoned,biometric,1,1,1,,Carga documental incompleta
RG00001336,JR0021968,PR019587,LD00002837,2025-04-15 01:50:40,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00001337,JR0021981,PR019596,LD00002839,2025-07-29 14:30:26,,abandoned,documents,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00001338,JR0021987,PR019602,LD00002840,2025-07-29 19:00:27,,abandoned,biometric,1,1,0,,Biometría no exitosa
RG00001339,JR0021992,PR019607,LD00002841,2025-03-06 07:48:59,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00001340,JR0022089,PR019694,LD00002847,2025-12-17 06:45:26,,abandoned,personal_data,1,1,0,,Biometría no exitosa
RG00001341,JR0022099,PR019703,LD00002848,2025-03-08 18:00:54,2025-03-11 08:40:54,completed,confirmation,1,1,1,,
RG00001342,JR0022114,PR019716,LD00002850,2025-07-06 14:25:36,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00001343,JR0022128,PR019728,LD00002851,2025-05-20 00:07:26,2025-05-20 19:22:26,completed,confirmation,1,1,1,,
RG00001344,JR0022160,PR019753,LD00002855,2025-08-05 12:52:59,2025-08-06 05:15:59,completed,confirmation,1,1,1,,
RG00001345,JR0022168,PR019759,LD00002856,2025-05-09 18:12:13,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00001346,JR0022242,PR019828,LD00002861,2025-09-24 04:13:01,2025-09-28 08:43:01,completed,confirmation,1,1,1,,
RG00001347,JR0022263,PR019846,LD00002864,2025-07-26 20:20:38,2025-07-27 15:29:38,completed,confirmation,1,1,1,,
RG00001348,JR0022267,PR019850,LD00002866,2025-10-04 16:30:13,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00001349,JR0022289,PR019870,LD00002868,2025-12-25 19:19:18,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00001350,JR0022321,PR019901,LD00002870,2025-02-21 04:04:56,,abandoned,biometric,0,0,0,,Biometría no exitosa
RG00001351,JR0022325,PR019904,LD00002871,2025-05-31 20:32:00,2025-06-01 00:38:00,completed,confirmation,1,1,1,,
RG00001352,JR0022351,PR019929,LD00002873,2025-11-08 10:17:13,,abandoned,documents,0,0,0,,Carga documental incompleta
RG00001353,JR0022368,PR019946,LD00002875,2025-11-03 19:56:05,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001354,JR0022393,PR019965,LD00002880,2025-06-20 14:03:06,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00001355,JR0022409,PR019980,LD00002882,2025-10-29 14:26:14,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00001356,JR0022431,PR019999,LD00002883,2025-07-02 12:53:11,,abandoned,documents,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001357,JR0022433,PR020000,LD00002884,2025-07-13 10:49:24,,abandoned,personal_data,0,0,0,,Biometría no exitosa
RG00001358,JR0022441,PR020007,LD00002887,2025-07-29 22:52:44,,abandoned,kyc,1,1,0,,Biometría no exitosa
RG00001359,JR0022453,PR020018,LD00002889,2025-07-27 00:21:51,2025-07-27 01:40:51,completed,confirmation,1,1,1,,
RG00001360,JR0022462,PR020026,LD00002892,2025-08-18 17:12:20,2025-08-21 05:15:20,completed,confirmation,1,1,1,,
RG00001361,JR0022467,PR020030,LD00002893,2025-05-13 05:05:53,,abandoned,personal_data,1,1,0,,Biometría no exitosa
RG00001362,JR0022475,PR020038,LD00002894,2025-03-05 12:47:51,,abandoned,documents,1,1,0,,Biometría no exitosa
RG00001363,JR0022504,PR020064,LD00002898,2025-09-05 22:11:55,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00001364,JR0022547,PR020101,LD00002900,2025-03-25 23:36:56,2025-03-26 02:20:56,completed,confirmation,1,1,1,,
RG00001365,JR0022550,PR020104,LD00002901,2025-07-11 10:52:09,,abandoned,kyc,1,1,0,,Biometría no exitosa
RG00001366,JR0022572,PR020124,LD00002905,2025-08-13 14:31:31,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00001367,JR0022578,PR020130,LD00002906,2025-06-11 13:13:50,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00001368,JR0022589,PR020140,LD00002908,2025-06-06 20:41:27,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00001369,JR0022617,PR020165,LD00002910,2025-11-09 14:16:35,2025-11-10 03:08:35,completed,confirmation,1,1,1,,
RG00001370,JR0022622,PR020169,LD00002912,2025-06-11 07:14:02,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00001371,JR0022634,PR020179,LD00002914,2025-11-23 14:38:57,2025-11-23 16:50:57,completed,confirmation,1,1,1,,
RG00001372,JR0022655,PR020197,LD00002916,2025-05-31 07:33:58,2025-06-01 02:07:58,completed,confirmation,1,1,1,,
RG00001373,JR0022665,PR020207,LD00002918,2025-09-14 19:54:52,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00001374,JR0022670,PR020212,LD00002919,2025-04-24 14:15:17,2025-04-24 19:53:17,completed,confirmation,1,1,1,,
RG00001375,JR0022686,PR020227,LD00002922,2025-02-27 21:19:57,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00001376,JR0022706,PR020244,LD00002925,2025-11-04 19:54:57,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001377,JR0022730,PR020266,LD00002926,2025-07-01 03:31:02,,abandoned,kyc,1,1,0,,Carga documental incompleta
RG00001378,JR0022732,PR020268,LD00002927,2025-05-02 21:50:48,,abandoned,kyc,1,1,0,,Usuario salió del flujo
RG00001379,JR0022735,PR020270,LD00002929,2025-01-08 21:39:27,,abandoned,personal_data,0,0,0,,Usuario salió del flujo
RG00001380,JR0022750,PR020282,LD00002930,2025-11-11 02:11:36,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00001381,JR0022757,PR020289,LD00002931,2025-08-13 22:21:16,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001382,JR0022767,PR020298,LD00002933,2025-07-25 05:56:29,,abandoned,documents,1,1,0,,Biometría no exitosa
RG00001383,JR0022794,PR020322,LD00002936,2025-09-06 04:41:47,,abandoned,biometric,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001384,JR0022806,PR020332,LD00002939,2025-07-17 16:57:03,2025-07-19 00:41:03,completed,confirmation,1,1,1,,
RG00001385,JR0022814,PR020340,LD00002940,2025-03-18 12:51:26,2025-03-19 06:41:26,completed,confirmation,1,1,1,,
RG00001386,JR0022840,PR020363,LD00002943,2025-07-19 00:52:16,2025-07-20 05:29:16,completed,confirmation,1,1,1,,
RG00001387,JR0022865,PR020384,LD00002947,2025-09-17 14:11:38,,abandoned,personal_data,1,0,0,,Biometría no exitosa
RG00001388,JR0022871,PR020390,LD00002948,2025-10-21 20:41:01,2025-10-22 06:51:01,completed,confirmation,1,1,1,,
RG00001389,JR0022890,PR020406,LD00002949,2025-05-20 05:13:08,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00001390,JR0022892,PR020408,LD00002950,2025-09-13 17:12:12,,abandoned,biometric,1,1,0,,Carga documental incompleta
RG00001391,JR0022896,PR020411,LD00002951,2025-05-07 00:32:49,2025-05-08 00:11:49,completed,confirmation,1,1,1,,
RG00001392,JR0022897,PR020412,LD00002952,2025-07-22 15:16:24,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00001393,JR0022932,PR020439,LD00002954,2025-07-06 20:45:40,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00001394,JR0022941,PR020448,LD00002955,2025-09-03 18:51:13,,abandoned,personal_data,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00001395,JR0022957,PR020464,LD00002958,2025-08-02 17:58:22,,abandoned,documents,0,0,0,,Carga documental incompleta
RG00001396,JR0022969,PR020475,LD00002960,2025-04-18 06:27:53,,abandoned,personal_data,0,0,0,,Usuario salió del flujo
RG00001397,JR0022970,PR020476,LD00002961,2025-04-26 12:51:25,,abandoned,personal_data,1,0,0,,Biometría no exitosa
RG00001398,JR0022998,PR020498,LD00002963,2025-03-12 03:18:30,2025-03-12 14:45:30,completed,confirmation,1,1,1,,
RG00001399,JR0023034,PR020534,LD00002968,2025-07-28 02:59:46,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001400,JR0023121,PR020618,LD00002972,2025-08-09 07:43:12,,abandoned,kyc,0,0,0,,Carga documental incompleta
RG00001401,JR0023125,PR020622,LD00002974,2025-09-22 03:28:06,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00001402,JR0023188,PR020678,LD00002977,2025-07-21 14:43:18,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00001403,JR0023203,PR020691,LD00002979,2025-03-29 05:22:35,2025-03-30 03:10:35,completed,confirmation,1,1,1,,
RG00001404,JR0023249,PR020728,LD00002982,2025-05-09 00:20:47,,abandoned,documents,1,0,0,,Carga documental incompleta
RG00001405,JR0023270,PR020748,LD00002985,2025-05-22 18:32:06,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00001406,JR0023276,PR020754,LD00002986,2025-06-18 04:23:06,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00001407,JR0023290,PR020766,LD00002987,2025-07-15 18:20:18,,abandoned,personal_data,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00001408,JR0023311,PR020782,LD00002988,2025-06-09 00:33:53,,abandoned,biometric,0,0,0,,Biometría no exitosa
RG00001409,JR0023332,PR020801,LD00002991,2025-04-20 15:18:51,2025-04-21 20:43:51,completed,confirmation,1,1,1,,
RG00001410,JR0023351,PR020818,LD00002993,2025-04-21 14:19:02,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00001411,JR0023372,PR020839,LD00002995,2025-10-07 12:05:12,,abandoned,personal_data,0,0,0,,Carga documental incompleta
RG00001412,JR0023461,PR020916,LD00003004,2025-05-05 17:42:44,2025-05-06 10:33:44,completed,confirmation,1,1,1,,
RG00001413,JR0023476,PR020929,LD00003007,2025-11-12 23:33:34,,abandoned,personal_data,1,0,0,,Tiempo de espera alto
RG00001414,JR0023478,PR020931,LD00003008,2025-01-25 10:14:42,2025-01-25 15:58:42,completed,confirmation,1,1,1,,
RG00001415,JR0023480,PR020933,LD00003009,2025-04-22 21:49:32,2025-04-23 09:47:32,completed,confirmation,1,1,1,,
RG00001416,JR0023485,PR020936,LD00003010,2025-12-31 21:55:52,,abandoned,personal_data,1,0,0,,Tiempo de espera alto
RG00001417,JR0023497,PR020948,LD00003012,2025-06-04 07:01:21,,abandoned,kyc,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001418,JR0023544,PR020990,LD00003015,2025-07-21 15:13:15,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00001419,JR0023550,PR020996,LD00003016,2025-04-17 05:00:27,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001420,JR0023576,PR021018,LD00003021,2025-10-21 19:12:25,,abandoned,documents,1,1,1,,Carga documental incompleta
RG00001421,JR0023580,PR021022,LD00003022,2025-05-22 17:09:04,2025-05-23 05:07:04,completed,confirmation,1,1,1,,
RG00001422,JR0023598,PR021038,LD00003025,2025-10-16 09:46:38,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00001423,JR0023629,PR021066,LD00003027,2025-10-11 12:36:06,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00001424,JR0023633,PR021070,LD00003028,2025-03-21 06:13:49,,abandoned,documents,1,1,1,,Carga documental incompleta
RG00001425,JR0023648,PR021084,LD00003030,2025-10-03 19:43:51,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00001426,JR0023649,PR021084,LD00003031,2025-11-09 09:27:51,,abandoned,biometric,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00001427,JR0023698,PR021128,LD00003038,2025-06-12 19:59:49,2025-06-14 11:16:49,completed,confirmation,1,1,1,,
RG00001428,JR0023739,PR021167,LD00003042,2025-04-05 07:27:24,,abandoned,personal_data,1,0,0,,Tiempo de espera alto
RG00001429,JR0023756,PR021183,LD00003044,2025-07-08 05:54:42,2025-07-08 19:34:42,completed,confirmation,1,1,1,,
RG00001430,JR0023776,PR021202,LD00003045,2025-06-14 06:04:52,,abandoned,documents,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00001431,JR0023777,PR021202,LD00003046,2025-06-19 00:54:52,2025-06-19 03:57:52,completed,confirmation,1,1,1,,
RG00001432,JR0023782,PR021207,LD00003048,2025-04-05 05:18:27,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00001433,JR0023786,PR021211,LD00003049,2025-03-31 03:00:38,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00001434,JR0023790,PR021214,LD00003050,2025-03-07 23:29:05,,abandoned,personal_data,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00001435,JR0023814,PR021237,LD00003053,2025-05-14 00:13:12,2025-05-14 04:59:12,completed,confirmation,1,1,1,,
RG00001436,JR0023817,PR021240,LD00003054,2025-08-08 11:22:38,,abandoned,documents,1,1,0,,Tiempo de espera alto
RG00001437,JR0023828,PR021250,LD00003055,2025-03-23 19:25:57,,abandoned,biometric,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001438,JR0023850,PR021270,LD00003059,2025-05-20 15:40:37,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00001439,JR0023880,PR021295,LD00003066,2025-06-13 02:34:23,,abandoned,kyc,0,0,0,,Biometría no exitosa
RG00001440,JR0023907,PR021318,LD00003067,2025-11-02 11:25:18,,abandoned,kyc,1,1,0,,Usuario salió del flujo
RG00001441,JR0023937,PR021344,LD00003070,2025-07-26 17:42:36,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00001442,JR0023943,PR021347,LD00003071,2025-10-26 07:27:47,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00001443,JR0023945,PR021349,LD00003072,2025-06-28 17:40:52,2025-06-29 09:09:52,completed,confirmation,1,1,1,,
RG00001444,JR0023946,PR021350,LD00003073,2025-07-17 23:20:33,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00001445,JR0023950,PR021354,LD00003074,2025-12-21 01:47:53,,abandoned,personal_data,1,1,0,,Carga documental incompleta
RG00001446,JR0023954,PR021358,LD00003075,2025-09-12 22:45:30,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00001447,JR0023974,PR021376,LD00003077,2025-04-28 06:30:34,2025-04-30 15:32:34,completed,confirmation,1,1,1,,
RG00001448,JR0024001,PR021403,LD00003083,2025-05-29 23:29:59,,abandoned,documents,1,1,0,,Usuario salió del flujo
RG00001449,JR0024007,PR021407,LD00003084,2025-09-30 07:02:32,,abandoned,personal_data,1,1,1,,Tiempo de espera alto
RG00001450,JR0024053,PR021451,LD00003087,2025-06-13 00:41:16,2025-06-13 03:37:16,completed,confirmation,1,1,1,,
